"f:0","f:1","f:2",":0",":1",":2"
-0.03882177967883682,-0.5503150108209102,0,0.673,0,0
-0.03868252708230924,-0.5493407976664683,0,0.672,0,0
-0.03854186248548075,-0.5483653388259315,0,0.671,0,0
-0.03839979232321633,-0.5473886431087318,0,0.67,0,0
-0.038256323030380734,-0.5464107193243009,0,0.669,0,0
-0.03811146104183849,-0.5454315762820706,0,0.668,0,0
-0.03796521279245468,-0.5444512227914728,0,0.667,0,0
-0.037817584717093955,-0.5434696676619393,0,0.666,0,0
-0.03766858325062117,-0.5424869197029019,0,0.665,0,0
-0.037518214827901075,-0.5415029877237925,0,0.664,0,0
-0.03736648588379843,-0.5405178805340427,0,0.663,0,0
-0.03721340285317798,-0.5395316069430846,0,0.662,0,0
-0.03705897217090459,-0.5385441757603497,0,0.661,0,0
-0.03690320027184313,-0.5375555957952701,0,0.66,0,0
-0.03674609359085823,-0.5365658758572777,0,0.659,0,0
-0.03658765856281476,-0.535575024755804,0,0.658,0,0
-0.03642790162257736,-0.5345830513002809,0,0.657,0,0
-0.03626682920501112,-0.5335899643001404,0,0.656,0,0
-0.03610444774498045,-0.5325957725648142,0,0.655,0,0
-0.03594076367735044,-0.5316004849037341,0,0.654,0,0
-0.03577578343698584,-0.5306041101263319,0,0.653,0,0
-0.035609513458751296,-0.5296066570420396,0,0.652,0,0
-0.03544196017751167,-0.5286081344602889,0,0.651,0,0
-0.035273130028131705,-0.5276085511905114,0,0.65,0,0
-0.035103029445476275,-0.5266079160421393,0,0.649,0,0
-0.03493166522982316,-0.5256062376387898,0,0.648,0,0
-0.034759044844559384,-0.5246035240987605,0,0.647,0,0
-0.03458517566423647,-0.5235997834910875,0,0.646,0,0
-0.03441006506301858,-0.5225950238849325,0,0.645,0,0
-0.03423372041507011,-0.5215892533494575,0,0.644,0,0
-0.03405614909455512,-0.5205824799538245,0,0.643,0,0
-0.033877358475637775,-0.5195747117671955,0,0.642,0,0
-0.033697355932482465,-0.5185659568587325,0,0.641,0,0
